shot_distance,angle,shot_type,defensive_pressure,assist_type,goal
20.518284528683193,46.97493401088198,Open Play,high,through_ball,0
27.65863337187866,40.60129464500447,Open Play,high,none,0
30.479501308256342,41.00908690157022,Open Play,high,through_ball,0
32.7566787083184,31.26373169437743,Open Play,high,through_ball,0
23.323807579381203,30.96375653207352,Open Play,high,through_ball,0
29.410882339705484,35.3112134396332,Open Play,high,through_ball,0
3.1622776601683795,18.43494882292201,Open Play,high,through_ball,0
8.0,0.0,Open Play,high,through_ball,0
15.033296378372908,3.8140748342903543,Open Play,high,through_ball,0
10.198039027185569,11.309932474020213,Open Play,high,through_ball,0
18.788294228055936,25.20112364547507,Open Play,high,through_ball,0
16.0,0.0,Open Play,high,none,0
15.0,36.86989764584402,Open Play,high,through_ball,0
25.612496949731394,38.65980825409009,Open Play,high,through_ball,0
9.848857801796104,23.962488974578186,Open Play,high,through_ball,0
8.06225774829855,7.125016348901798,Open Play,high,through_ball,0
22.090722034374522,5.194428907734806,Open Play,high,none,0
17.69180601295413,47.290610042638534,Open Play,high,through_ball,0
33.24154027718932,21.161259816828277,Open Play,high,through_ball,0
24.73863375370596,14.036243467926479,Open Play,high,through_ball,0
7.280109889280518,15.945395900922854,Open Play,high,none,1
11.313708498984761,45.0,Open Play,high,through_ball,0
5.385164807134504,21.80140948635181,Open Play,high,through_ball,1
24.351591323771842,19.17900802581072,Open Play,high,through_ball,0
16.278820596099706,42.510447078000844,Open Play,high,none,0
18.601075237738275,53.74616226255522,Open Play,high,through_ball,0
24.758836806279895,43.36342295838329,Open Play,high,none,0
10.0,53.13010235415598,Open Play,high,through_ball,0
6.4031242374328485,51.34019174590991,Open Play,high,none,0
22.825424421026653,28.810793742973058,Open Play,high,through_ball,0
39.21734310225516,19.35899417569472,Open Play,high,through_ball,0
32.0624390837628,3.576334374997351,Free Kick,high,none,0
17.0,28.072486935852957,Open Play,high,through_ball,0
32.14031735997639,5.35582504285519,Open Play,high,none,0
10.0,53.13010235415598,Open Play,high,through_ball,0
35.0,36.86989764584402,Open Play,high,none,0
27.85677655436824,21.037511025421818,Open Play,high,through_ball,0
15.0,36.86989764584402,Open Play,high,through_ball,0
31.11269837220809,45.0,Open Play,high,none,0
19.209372712298546,38.65980825409009,Open Play,high,none,0
21.840329667841555,15.945395900922854,Open Play,high,through_ball,0
8.94427190999916,26.56505117707799,Open Play,high,through_ball,0
8.94427190999916,26.56505117707799,Open Play,high,through_ball,0
29.068883707497267,40.81508387488159,Free Kick,high,none,0
10.198039027185569,11.309932474020213,Open Play,high,none,0
7.615773105863909,23.19859051364819,Open Play,high,through_ball,1
22.627416997969522,45.0,Open Play,high,none,0
8.06225774829855,7.125016348901798,Open Play,high,through_ball,0
13.92838827718412,21.037511025421818,Open Play,high,through_ball,0
12.727922061357855,45.0,Open Play,high,through_ball,0
15.556349186104045,45.0,Open Play,high,through_ball,0
12.727922061357855,45.0,Open Play,high,none,0
23.769728648009426,22.249023657212366,Open Play,high,none,0
11.704699910719626,19.98310652189998,Open Play,high,through_ball,0
11.045361017187261,5.194428907734806,Penalty,high,none,1
15.132745950421556,7.594643368591445,Open Play,high,through_ball,0
33.015148038438355,1.7357045889283889,Free Kick,high,none,0
10.198039027185569,78.69006752597979,Open Play,high,through_ball,0
18.439088914585774,49.398705354995535,Open Play,high,through_ball,0
27.202941017470888,17.102728969052375,Open Play,high,through_ball,0
22.47220505424423,20.854458039578347,Open Play,high,none,0
23.323807579381203,30.96375653207352,Open Play,high,through_ball,0
30.59411708155671,11.309932474020213,Open Play,high,none,0
12.206555615733702,34.99202019855866,Open Play,high,through_ball,0
31.76476034853718,61.82140989004083,Open Play,high,through_ball,0
27.80287754891569,52.30575953331083,Open Play,high,none,0
24.73863375370596,14.036243467926479,Open Play,high,through_ball,0
16.492422502470642,14.036243467926479,Open Play,high,none,0
20.024984394500787,2.8624052261117474,Open Play,high,through_ball,0
16.1245154965971,7.125016348901798,Open Play,high,through_ball,0
26.1725046566048,43.45184230102203,Open Play,high,through_ball,0
12.041594578792296,41.6335393365702,Open Play,high,through_ball,1
21.0,0.0,Open Play,high,through_ball,0
34.17601498127012,20.556045219583467,Open Play,high,through_ball,0
26.570660511172846,19.798876354524932,Open Play,high,through_ball,0
26.0,0.0,Open Play,high,through_ball,0
25.0,16.26020470831196,Open Play,high,none,0
26.92582403567252,31.328692867804172,Open Play,high,through_ball,1
21.470910553583888,27.758540601060023,Open Play,high,through_ball,0
28.460498941515414,18.43494882292201,Free Kick,high,none,0
11.661903789690601,30.96375653207352,Open Play,high,through_ball,0
13.038404810405298,85.60129464500447,Open Play,high,through_ball,0
19.235384061671343,62.10272896905237,Open Play,high,through_ball,0
6.708203932499369,26.56505117707799,Open Play,high,through_ball,1
15.620499351813308,50.19442890773481,Open Play,high,through_ball,0
30.0,36.86989764584402,Open Play,high,through_ball,0
12.041594578792296,48.366460663429805,Open Play,high,through_ball,0
37.0,0.0,Open Play,high,through_ball,0
33.06055050963308,3.4682292589171477,Free Kick,high,none,0
10.63014581273465,41.18592516570965,Open Play,high,through_ball,0
24.20743687382041,51.70983680775693,Open Play,high,through_ball,0
6.708203932499369,26.56505117707799,Open Play,high,through_ball,0
10.0,36.86989764584402,Open Play,high,through_ball,0
28.0,0.0,Open Play,high,through_ball,0
15.811388300841896,18.43494882292201,Open Play,high,none,0
16.0312195418814,3.576334374997351,Open Play,high,none,0
18.0,0.0,Open Play,high,through_ball,0
32.202484376209235,36.15818543980833,Open Play,high,through_ball,0
11.40175425099138,37.874983651098205,Open Play,high,through_ball,0
27.202941017470888,36.02737338510361,Open Play,high,through_ball,0
9.219544457292887,40.60129464500447,Open Play,high,through_ball,0
26.40075756488817,24.623564786163612,Open Play,high,none,0
22.627416997969522,45.0,Open Play,high,through_ball,0
21.2602916254693,41.18592516570965,Open Play,high,through_ball,0
10.198039027185569,78.69006752597979,Open Play,high,none,0
19.72308292331602,59.53445508054013,Open Play,high,through_ball,0
28.42534080710379,39.28940686250036,Open Play,high,through_ball,0
23.345235059857504,43.264295411071615,Open Play,high,through_ball,0
17.804493814764857,51.84277341263094,Open Play,high,through_ball,0
16.278820596099706,10.619655276155134,Open Play,high,through_ball,0
19.72308292331602,30.46554491945988,Open Play,high,through_ball,0
30.870698080866262,24.904768808095188,Open Play,high,through_ball,0
24.20743687382041,51.70983680775693,Open Play,high,none,1
26.92582403567252,31.328692867804172,Free Kick,high,none,0
12.727922061357855,45.0,Open Play,high,through_ball,0
9.219544457292887,12.528807709151511,Open Play,high,through_ball,0
22.135943621178654,18.43494882292201,Open Play,high,through_ball,0
26.1725046566048,6.581944655178011,Free Kick,high,none,0
6.708203932499369,26.56505117707799,Open Play,high,through_ball,1
14.866068747318506,47.72631099390627,Open Play,high,through_ball,1
27.313000567495326,23.74949449286676,Free Kick,high,none,0
31.89043743820395,41.18592516570965,Free Kick,high,none,0
24.839484696748443,49.899092453787766,Open Play,high,through_ball,0
5.0990195135927845,11.309932474020213,Open Play,high,through_ball,0
27.730849247724095,25.641005824305285,Open Play,high,none,0
27.730849247724095,25.641005824305285,Open Play,high,through_ball,0
39.293765408777,14.743562836470735,Open Play,high,through_ball,0
4.47213595499958,26.56505117707799,Open Play,high,through_ball,1
21.213203435596427,45.0,Open Play,high,through_ball,0
8.94427190999916,26.56505117707799,Open Play,high,through_ball,0
38.91015291668744,25.906507999514385,Open Play,high,through_ball,0
21.095023109728988,31.429565614838516,Open Play,high,through_ball,0
19.849433241279208,40.91438322002513,Open Play,high,through_ball,0
22.561028345356956,12.804266065286752,Open Play,high,through_ball,0
33.52610922848042,17.35402463626132,Open Play,high,none,0
14.866068747318506,47.72631099390627,Open Play,high,through_ball,0
8.06225774829855,7.125016348901798,Open Play,high,through_ball,0
13.892443989449804,30.256437163529263,Open Play,high,through_ball,1
27.85677655436824,21.037511025421818,Open Play,high,none,0
15.132745950421556,7.594643368591445,Open Play,high,through_ball,1
12.529964086141668,28.61045966596522,Open Play,high,through_ball,0
8.06225774829855,60.25511870305778,Open Play,high,none,0
7.280109889280518,74.05460409907715,Open Play,high,none,0
39.824615503479755,38.884496433714595,Free Kick,high,none,0
29.832867780352597,13.570434385161485,Open Play,high,none,0
29.732137494637012,19.65382405805331,Open Play,high,none,0
24.186773244895647,7.125016348901798,Open Play,high,through_ball,0
58.137767414994535,3.945186229037563,Open Play,high,through_ball,0
15.231546211727817,66.80140948635182,Open Play,high,none,0
34.92849839314596,23.629377730656817,Open Play,high,through_ball,0
7.810249675906654,50.19442890773481,Open Play,high,through_ball,0
21.095023109728988,31.429565614838516,Open Play,high,through_ball,0
26.419689627245813,29.475889003245747,Open Play,high,through_ball,0
12.206555615733702,34.99202019855866,Open Play,high,through_ball,0
8.246211251235321,14.036243467926479,Open Play,high,through_ball,0
15.556349186104045,45.0,Open Play,high,through_ball,0
1.4142135623730951,45.0,Open Play,high,none,1
17.029386365926403,49.76364169072618,Open Play,high,through_ball,0
13.601470508735444,53.97262661489639,Open Play,high,none,0
27.018512172212592,2.1210963966614536,Open Play,high,through_ball,0
21.470910553583888,27.758540601060023,Open Play,high,through_ball,0
26.1725046566048,6.581944655178011,Open Play,high,through_ball,0
15.0,0.0,Open Play,high,through_ball,0
30.4138126514911,43.66778014613036,Open Play,high,through_ball,0
11.704699910719626,70.01689347810003,Open Play,high,through_ball,0
15.524174696260024,14.931417178137554,Open Play,high,through_ball,0
33.13608305156178,5.194428907734806,Free Kick,high,none,0
23.0,0.0,Open Play,high,none,0
16.401219466856727,37.568592028827496,Open Play,high,through_ball,0
16.1245154965971,29.74488129694222,Open Play,high,through_ball,0
36.49657518178932,9.462322208025617,Free Kick,high,none,0
25.495097567963924,11.309932474020213,Open Play,high,none,0
12.727922061357855,45.0,Open Play,high,none,0
19.924858845171276,17.52556837372287,Open Play,high,none,0
22.47220505424423,20.854458039578347,Open Play,high,through_ball,0
6.708203932499369,26.56505117707799,Open Play,high,through_ball,0
31.11269837220809,45.0,Open Play,high,through_ball,0
25.0,16.26020470831196,Free Kick,high,none,0
12.083045973594572,24.443954780416536,Open Play,high,through_ball,0
12.0,0.0,Open Play,high,none,0
14.7648230602334,61.69924423399363,Open Play,high,through_ball,0
7.0,0.0,Open Play,high,none,1
28.635642126552707,12.094757077012101,Open Play,high,through_ball,0
7.211102550927978,56.309932474020215,Open Play,high,through_ball,0
10.295630140987,29.054604099077146,Open Play,high,through_ball,0
6.082762530298219,9.462322208025617,Open Play,high,through_ball,1
32.0624390837628,3.576334374997351,Open Play,high,through_ball,0
36.68787265568828,17.447188423282203,Open Play,high,none,0
7.280109889280518,15.945395900922854,Open Play,high,through_ball,0
11.045361017187261,5.194428907734806,Open Play,high,through_ball,0
12.041594578792296,41.6335393365702,Open Play,high,through_ball,0
10.0,36.86989764584402,Open Play,high,none,0
21.2602916254693,48.81407483429036,Open Play,high,through_ball,0
34.0,28.072486935852957,Open Play,high,through_ball,0
11.180339887498949,79.69515353123397,Open Play,high,through_ball,0
28.231188426986208,22.932100437589785,Open Play,high,none,0
20.0,36.86989764584402,Open Play,high,through_ball,0
9.219544457292887,12.528807709151511,Open Play,high,through_ball,0
21.213203435596427,8.13010235415598,Open Play,high,through_ball,0
16.401219466856727,37.568592028827496,Open Play,high,through_ball,0
7.615773105863909,23.19859051364819,Open Play,high,through_ball,0
27.459060435491963,33.11134196037203,Open Play,high,through_ball,0
11.045361017187261,5.194428907734806,Penalty,high,none,1
37.656340767525464,10.713123022791036,Open Play,high,through_ball,0
23.08679276123039,17.650124219930124,Open Play,high,through_ball,0
22.47220505424423,20.854458039578347,Open Play,high,none,0
25.612496949731394,38.65980825409009,Open Play,high,through_ball,0
10.198039027185569,11.309932474020213,Open Play,high,through_ball,0
11.045361017187261,5.194428907734806,Penalty,high,none,1
14.142135623730951,8.13010235415598,Open Play,high,through_ball,0
27.294688127912362,28.44292862436335,Open Play,high,through_ball,0
31.144823004794873,47.60256220249981,Free Kick,high,none,0
11.40175425099138,52.1250163489018,Open Play,high,through_ball,0
15.811388300841896,18.43494882292201,Open Play,high,none,1
26.248809496813376,49.635463426902646,Open Play,high,none,0
24.413111231467404,34.99202019855866,Free Kick,high,none,0
14.866068747318506,47.72631099390627,Open Play,high,through_ball,0
9.0,0.0,Open Play,high,through_ball,0
24.20743687382041,38.29016319224307,Open Play,high,through_ball,0
19.4164878389476,11.888658039627975,Open Play,high,none,1
33.37663853655727,8.615648184164113,Open Play,high,none,0
2.23606797749979,26.56505117707799,Open Play,high,through_ball,1
24.186773244895647,29.74488129694222,Open Play,high,none,1
11.180339887498949,26.56505117707799,Open Play,high,through_ball,0
7.211102550927978,56.309932474020215,Open Play,high,through_ball,0
27.294688127912362,61.55707137563666,Open Play,high,through_ball,0
21.540659228538015,21.80140948635181,Open Play,high,through_ball,0
24.331050121192877,9.462322208025617,Free Kick,high,none,1
15.0,36.86989764584402,Open Play,high,through_ball,0
8.06225774829855,29.74488129694222,Open Play,high,through_ball,0
16.278820596099706,10.619655276155134,Open Play,high,through_ball,0
13.416407864998739,63.43494882292201,Open Play,high,through_ball,0
24.73863375370596,14.036243467926479,Open Play,high,none,0
12.36931687685298,14.036243467926479,Open Play,high,through_ball,0
10.44030650891055,73.30075576600639,Open Play,high,none,0
12.529964086141668,61.38954033403479,Open Play,high,through_ball,0
10.198039027185569,11.309932474020213,Open Play,high,through_ball,0
14.035668847618199,4.085616779974877,Open Play,high,through_ball,1
25.495097567963924,11.309932474020213,Open Play,high,none,0
29.068883707497267,49.18491612511841,Open Play,high,through_ball,0
26.0,22.619864948040426,Open Play,high,through_ball,0
15.0,53.13010235415598,Open Play,high,through_ball,0
8.06225774829855,7.125016348901798,Open Play,high,none,0
20.0,36.86989764584402,Open Play,high,through_ball,0
7.615773105863909,23.19859051364819,Open Play,high,through_ball,0
5.656854249492381,45.0,Open Play,high,through_ball,1
19.235384061671343,8.972626614896393,Open Play,high,through_ball,0
25.0,0.0,Open Play,high,none,0
18.867962264113206,32.005383208083494,Open Play,high,through_ball,0
40.11234224026316,4.289153328819018,Open Play,high,through_ball,0
11.0,0.0,Open Play,high,through_ball,0
14.317821063276353,12.094757077012101,Open Play,high,none,0
14.317821063276353,12.094757077012101,Open Play,high,through_ball,0
15.620499351813308,39.80557109226519,Open Play,high,through_ball,0
